OverallQual,YearBuilt,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SalePrice,SalePrice_log,InternalSF,TotalBath,TotRmsAbvGrdWithBath,OverallScore,InternalScore,HouseAge,ExterQaulScore,HeatingQCScore,KitchenQualScore,GarageQualScore,ExterQual_Gd,ExterQual_TA,Foundation_PConc,BsmtQual_Ex,BsmtQual_TA,BsmtFinType1_GLQ,HeatingQC_Ex,KitchenQual_Ex,KitchenQual_Gd,KitchenQual_TA,FireplaceQu_Not Applicable,GarageType_Attchd,GarageFinish_Fin,GarageFinish_Unf,Neighborhood_Price_Bucket_Level_1,Neighborhood_Price_Bucket_Level_4
6,1988,260.0,880,1680,1680,2,5,1,2,540,222000,12.310432660854415,2560,3.0,7.0,54,15360,21,1040.0,8400,6720,1620.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
7,2007,82.0,1232,1232,1232,2,6,0,2,632,194500,12.178187442040638,2464,3.0,8.0,35,17248,2,328.0,6160,4928,1896.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,1958,95.0,1584,1776,1776,2,9,0,3,888,110000,11.608235644774552,3360,3.0,11.0,25,16800,51,285.0,5328,5328,2664.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4,1925,0.0,780,848,1208,1,5,0,2,539,103000,11.542484267211773,1628,1.0,6.0,20,6512,84,0.0,3624,3624,1617.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
8,1995,0.0,1595,1616,1616,2,5,1,2,608,236500,12.373703486914124,3211,3.0,7.0,40,25688,15,0.0,8080,6464,1824.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,2003,442.0,868,1146,1146,2,6,1,2,438,187500,12.141534124392605,2014,3.0,8.0,35,14098,4,1768.0,5730,4584,1314.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
7,1998,202.0,1153,1153,2031,2,8,1,2,541,222500,12.312682380588432,3184,2.5,10.5,35,22288,10,808.0,10155,8124,1623.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5,1961,0.0,864,1144,1144,1,6,1,1,264,131400,11.786001385032646,2008,2.0,7.0,30,10040,48,0.0,5720,3432,792.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5,1968,0.0,948,948,948,1,6,0,1,300,108000,11.589886506106357,1896,1.0,7.0,25,9480,39,0.0,2844,2844,900.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
7,1914,0.0,880,880,1768,1,6,2,2,320,163000,12.0015054797889,2648,1.5,7.5,49,18536,92,0.0,3536,5304,960.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3,1950,0.0,0,1040,1040,2,6,0,2,400,93500,11.44571671527678,1040,2.0,8.0,12,3120,56,0.0,4160,3120,1200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
8,2005,0.0,893,901,1801,2,8,1,3,800,239900,12.387977448827789,2694,2.5,10.5,40,21552,1,0.0,9005,7204,2400.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5,1987,0.0,1200,1200,1200,3,5,0,0,0,179000,12.095141084822892,2400,6.0,8.0,25,12000,22,0.0,3600,3600,1452.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
7,2004,0.0,864,864,1728,2,7,0,2,572,190000,12.154779351142624,2592,2.5,9.5,35,18144,5,0.0,8640,6912,1716.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,1910,0.0,264,768,1432,2,7,0,2,360,132000,11.790557201568507,1696,2.0,9.0,35,8480,97,0.0,7160,4296,1080.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
6,1961,0.0,912,912,912,1,5,0,1,288,142000,11.8635823365834,1824,2.5,6.0,48,10944,47,0.0,3648,3648,864.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7,2000,108.0,1349,1349,1349,2,6,0,2,539,179000,12.095141084822892,2698,2.0,8.0,35,18886,7,324.0,6745,4047,1617.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
5,1963,0.0,520,1464,1464,2,6,1,2,480,175000,12.072541252905651,1984,2.5,8.0,30,9920,46,0.0,7320,4392,1440.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8,1993,0.0,1337,1337,1337,2,5,1,2,462,180000,12.100712129872347,2674,3.0,7.0,40,21392,15,0.0,5348,5348,1386.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,1976,289.0,1142,1175,2715,3,11,2,2,831,299800,12.610870864650634,3857,4.0,14.5,72,30856,32,1445.0,13575,10860,2493.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,2000,0.0,952,980,2256,2,8,1,2,554,236000,12.371587084007746,3208,2.5,10.5,35,22456,9,0.0,11280,9024,1662.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,1880,0.0,1240,1320,2640,1,8,1,4,864,265979,12.491172637278908,3880,1.5,9.5,49,27160,129,0.0,7920,10560,2592.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
7,1996,338.0,1720,1720,1720,2,7,1,2,527,260400,12.46997418931655,3440,3.0,9.0,35,24080,14,1352.0,8600,6880,1581.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
4,1945,0.0,0,1088,1529,2,9,0,1,240,98000,11.49272275765271,1529,2.0,11.0,12,6116,64,0.0,4587,4587,720.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
4,1910,0.0,576,792,1140,1,7,0,0,0,96500,11.477298287327075,1716,1.0,8.0,28,6864,100,0.0,4560,3420,1452.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
7,2003,0.0,660,660,1320,2,6,0,2,400,162000,11.99535161421452,1980,2.5,8.5,35,13860,4,0.0,6600,5280,1200.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
6,1997,0.0,1479,1494,1494,2,6,0,2,576,217000,12.287652632522596,2973,3.0,8.0,30,17838,9,0.0,7470,5976,1728.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
8,2005,178.0,1030,1038,2098,2,8,1,3,878,275500,12.526342907575106,3128,2.5,10.5,40,25024,1,712.0,8392,10490,2634.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,1969,0.0,1026,1026,1026,1,5,0,2,440,156000,11.957611286231677,2052,2.0,6.0,48,12312,40,0.0,4104,4104,1320.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,1999,894.0,729,742,1471,2,6,0,2,440,172500,12.058152515453552,2200,2.5,8.5,30,13200,10,2682.0,5884,4413,1320.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
8,2007,0.0,866,866,1768,2,7,0,2,578,212000,12.26434155365415,2634,2.5,9.5,40,21072,2,0.0,8840,7072,1734.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6,1978,328.0,672,672,1386,2,6,1,2,440,158900,11.976030352524807,2058,2.5,8.5,30,12348,32,984.0,4158,4158,1320.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
7,1999,360.0,744,757,1501,2,6,0,2,440,179400,12.097373228606832,2245,2.5,8.5,35,15715,9,1080.0,6004,4503,1320.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
8,1995,513.0,1318,1328,2531,2,9,1,3,752,290000,12.577636201962656,3849,2.5,11.5,40,30792,12,2052.0,12655,10124,2256.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,1959,0.0,864,864,864,1,5,0,1,300,127500,11.755871643580615,1728,1.0,6.0,36,10368,50,0.0,4320,2592,1500.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5,1924,0.0,1145,1301,1301,1,5,0,2,440,100000,11.512925464970229,2446,1.0,6.0,25,12230,85,0.0,3903,2602,1320.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
7,2009,0.0,756,764,1547,2,7,0,2,614,215200,12.279323107269766,2303,2.5,9.5,35,16121,1,0.0,7735,6188,1842.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
8,1999,673.0,1252,1268,2365,2,8,1,3,856,337000,12.727838209334498,3617,3.5,10.5,40,28936,10,2692.0,11825,9460,2568.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,1995,0.0,1494,1494,1494,1,6,1,2,481,270000,12.506177237980513,2988,2.5,7.5,40,23904,11,0.0,7470,7470,1443.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
9,2008,284.0,1498,1506,1506,2,6,1,2,592,264132,12.484204257170104,3004,2.0,8.0,45,27036,0,1136.0,7530,7530,1776.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
7,1988,42.0,980,980,1714,2,7,1,2,496,196500,12.188417710291452,2694,2.5,9.5,35,18858,22,126.0,5142,5142,1488.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
6,1940,0.0,983,983,1750,2,7,0,1,423,160000,11.982929094215963,2733,3.0,9.0,42,16398,68,0.0,8750,5250,1269.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
7,2004,0.0,1860,1836,1836,2,8,1,2,484,216837,12.28690119819279,3696,2.0,10.0,35,25872,2,0.0,9180,7344,1452.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,2003,603.0,1650,1690,3279,3,12,1,3,841,538000,13.195613839143922,4929,4.5,15.5,40,39432,7,3015.0,16395,16395,2523.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5,1982,0.0,858,858,858,1,5,0,2,576,134900,11.812289042195848,1716,2.0,6.0,25,8580,27,0.0,2574,2574,1728.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4,1951,0.0,836,1220,1220,1,6,0,2,396,102000,11.532728092266408,2056,1.0,7.0,20,8224,55,0.0,3660,3660,1188.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
6,1976,0.0,1029,1117,1117,1,6,1,2,672,107000,11.580584113444043,2146,2.0,7.0,30,12876,34,0.0,3351,3351,2016.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5,1958,1.0,912,912,912,1,5,0,1,275,114500,11.648330101976432,1824,1.0,6.0,25,9120,49,3.0,4560,2736,825.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
8,2006,375.0,1935,1973,1973,2,9,1,3,895,395000,12.88664104388326,3908,2.0,11.0,40,31264,1,1500.0,7892,7892,2685.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
6,1998,320.0,1204,1204,1204,2,5,0,2,412,162000,11.99535161421452,2408,3.0,7.0,30,14448,11,960.0,6020,3612,1236.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
7,2005,240.0,1614,1614,1614,2,7,0,3,865,221500,12.308177868467329,3228,2.0,9.0,35,22596,1,960.0,8070,6456,2595.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,1974,0.0,864,894,894,1,5,1,2,440,142500,11.867097278690842,1758,2.0,6.0,25,8790,32,0.0,2682,2682,1320.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5,1977,320.0,0,2020,2020,2,10,2,2,630,144000,11.877568578558138,2020,2.0,12.0,25,10100,30,960.0,6060,6060,1890.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6,1977,90.0,975,1004,1004,1,4,0,2,504,135000,11.813030057420567,1979,2.0,5.0,30,11874,29,270.0,3012,3012,1512.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
7,1995,38.0,1237,1253,1253,2,6,1,2,402,176000,12.078239274020287,2490,2.0,8.0,35,17430,12,114.0,5012,3759,1206.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6,1992,0.0,761,810,1603,2,7,0,2,484,175900,12.077670930725647,2364,2.5,9.5,30,14184,14,0.0,8015,6412,1452.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
7,2001,0.0,1413,1430,1430,2,6,0,2,605,187100,12.13939851226218,2843,2.0,8.0,35,19901,8,0.0,7150,5720,1815.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,1978,104.0,1097,1110,1110,1,4,1,2,602,165500,12.016726473799254,2207,2.0,5.0,30,11035,31,312.0,5550,4440,1806.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6,1914,0.0,742,742,1484,2,9,1,0,0,128000,11.759785542901756,2226,2.0,11.0,36,13356,94,0.0,7420,4452,1452.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6,1967,0.0,1372,1342,1342,2,7,1,2,457,161500,11.992260421644849,2714,2.0,9.0,30,16284,42,0.0,4026,4026,1371.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5,1915,0.0,686,966,1652,2,7,0,1,416,139000,11.842229212112828,2338,3.0,9.0,30,11690,95,0.0,4956,4956,1248.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
7,2004,0.0,956,956,2084,2,8,0,2,618,233000,12.358793732547838,3040,3.5,10.5,35,21280,6,0.0,10420,8336,1854.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,1954,0.0,901,901,901,1,4,0,1,281,107900,11.588960151246226,1802,1.0,5.0,28,7208,54,0.0,4505,2703,562.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
6,1966,157.0,832,976,2087,2,9,0,2,444,187500,12.141534124392605,2919,2.5,11.5,48,17514,41,471.0,8348,8348,1332.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
7,2005,11.0,1145,1145,1145,2,5,1,2,397,160200,11.984178313616397,2290,2.0,7.0,35,16030,4,44.0,5725,4580,1191.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6,1976,0.0,1029,1062,1062,1,5,2,2,539,146800,11.896826395162552,2091,2.0,6.0,30,12546,31,0.0,3186,3186,1617.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7,1996,0.0,1117,1127,2013,2,8,1,2,455,269790,12.50539915757667,3130,3.5,10.5,35,21910,11,0.0,10065,6039,1365.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8,2007,140.0,1496,1496,1496,2,7,0,2,474,225000,12.323855681186558,2992,2.0,9.0,40,23936,0,560.0,7480,5984,1422.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
7,1994,0.0,712,1086,1895,2,7,1,2,409,194500,12.178187442040638,2607,2.5,9.5,35,18249,14,0.0,9475,7580,1227.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6,1980,130.0,650,888,1564,2,7,1,2,476,171000,12.049418835484795,2214,2.5,9.5,36,13284,30,390.0,4692,4692,1428.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
6,1977,148.0,660,1285,1285,1,7,1,2,528,143500,11.874090314181814,1945,1.5,8.5,30,11670,30,444.0,6425,3855,1584.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5,1953,0.0,773,773,773,1,4,0,1,240,110000,11.608235644774552,1546,1.0,5.0,25,7730,55,0.0,3092,2319,720.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
9,2008,860.0,1926,1966,3140,3,11,2,3,820,485000,13.09190416991962,5066,3.5,14.5,45,45594,1,4300.0,15700,15700,2460.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5,1937,252.0,731,981,1768,1,7,2,1,240,175000,12.072541252905651,2499,2.5,8.5,35,12495,70,756.0,8840,7072,720.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6,1997,0.0,616,616,1688,2,8,0,2,603,200000,12.206072645530174,2304,3.5,10.5,30,13824,11,0.0,6752,6752,1809.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4,1916,0.0,1196,1196,1196,1,5,0,2,440,109900,11.607326140391711,2392,2.0,6.0,28,9568,91,0.0,5980,3588,1320.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
7,2005,0.0,728,728,1456,2,7,1,2,410,189000,12.14950229404178,2184,3.5,9.5,35,15288,3,0.0,7280,5824,1230.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9,2008,424.0,1734,1734,2822,3,12,1,3,1020,582933,13.27582753591546,4556,3.5,15.5,45,41004,1,2120.0,14110,14110,3060.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,1954,0.0,936,1128,1128,1,5,0,1,286,118000,11.6784399034478,2064,1.0,6.0,25,10320,52,0.0,3384,3384,858.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
7,2008,256.0,1417,1428,1428,2,6,0,2,554,227680,12.33569641332368,2845,2.0,8.0,35,19915,0,1024.0,7140,7140,1662.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,1967,0.0,980,980,980,2,6,0,1,384,135500,11.816726919301892,1960,2.0,8.0,25,9800,39,0.0,3920,2940,1152.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5,1923,0.0,1324,1072,1576,1,6,1,2,528,223500,12.31716669303576,2900,3.5,7.5,30,14500,86,0.0,7880,6304,1584.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5,1966,1047.0,1024,1086,1086,1,6,1,2,484,159950,11.982616545377663,2110,2.0,7.0,25,10550,40,3141.0,3258,3258,1452.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5,1898,0.0,849,1075,2138,2,11,0,2,360,106000,11.571194373094205,2987,2.0,13.0,25,14935,111,0.0,6414,6414,720.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
6,1974,99.0,1040,1309,1309,1,5,1,2,484,181000,12.106252310247962,2349,2.5,6.5,36,14094,32,297.0,2618,5236,1452.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,2004,169.0,848,848,848,1,4,1,2,420,144500,11.881034786534624,1696,2.0,5.0,30,10176,4,676.0,4240,3392,1260.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5,1952,0.0,540,1044,1044,1,4,0,2,504,55993,10.932981961904137,1584,1.0,5.0,25,7920,58,0.0,3132,2088,1512.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
6,1958,243.0,1442,1442,1442,1,7,0,1,301,157900,11.969717200243734,2884,1.5,8.5,36,17304,49,729.0,5768,4326,903.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
5,1918,0.0,686,686,1250,1,7,0,1,280,116000,11.661345470088502,1936,2.0,8.5,35,9680,88,0.0,5000,2500,840.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
7,1998,442.0,1649,1661,1661,2,6,0,2,598,224900,12.323411137947408,3310,2.0,8.0,35,23170,12,1326.0,8305,6644,1794.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,1954,0.0,1008,1008,1008,1,4,1,1,275,137000,11.827736204810265,2016,1.0,5.0,30,10080,52,0.0,4032,3024,825.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8,2002,148.0,1568,1689,1689,2,7,2,3,857,271000,12.509874099861838,3257,3.0,9.0,40,26056,6,592.0,8445,6756,2571.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,1971,80.0,1010,1052,1052,1,6,0,2,440,155000,11.951180395901384,2062,2.0,7.0,42,12372,39,240.0,4208,3156,1320.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
7,2009,128.0,1358,1358,1358,2,6,1,2,484,224000,12.319401330837175,2716,3.0,8.0,35,19012,1,512.0,6790,5432,1452.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,2003,0.0,798,798,1640,2,6,0,2,595,183000,12.117241431823558,2438,2.5,8.5,35,17066,5,0.0,8200,6560,1785.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4,1953,0.0,936,936,936,1,4,0,2,576,93000,11.440354772135391,1872,1.0,5.0,16,7488,56,0.0,2808,2808,1728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
7,2003,0.0,847,847,1733,2,7,1,2,433,225000,12.323855681186558,2580,2.5,9.5,35,18060,4,0.0,8665,6932,1299.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,1940,0.0,778,944,1489,2,7,1,1,240,139500,11.845819880243557,2267,2.0,9.0,42,13602,69,0.0,4467,4467,720.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8,2006,0.0,1489,1489,1489,2,7,1,2,776,232600,12.3570755190667,2978,2.0,9.0,40,23824,0,0.0,7445,5956,2328.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10,2007,816.0,2078,2084,2084,2,7,1,3,1220,385000,12.86099861326992,4162,3.0,9.0,50,41620,1,4080.0,10420,10420,3660.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
