Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,Fence,MiscVal,SaleType,SaleCondition,SalePrice,InternalSF,PorchDeckSF,TotalBath,TotRmsAbvGrdWithBath,InternalQual,InternalCond,HouseAge,RemodAge,GarageAge,ExterQaulScore,ExterCondScore,HeatingQCScore,KitchenQualScore,GarageQualScore,GarageCondScore,Neighborhood_Price_Bucket
638,190,RM,50.0,6000,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,2fmCon,1.5Fin,5,4,1954,Gable,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,811,811,GasA,TA,Y,FuseA,811,576,0,1387,0,2,0,3,2,Gd,7,Typ,0,Not Applicable,BuiltIn,Unf,1,256,TA,TA,Y,0,Not Applicable,0,WD,Normal,93000,2198,0,2.0,9.0,10990,8792,55,55,55.0,0.0,0.0,4161,5548,768.0,768.0,Level_1
639,30,RL,67.0,8777,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,5,7,1910,Gable,CompShg,MetalSd,Wd Sdng,Not Applicable,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,796,796,GasA,Gd,Y,FuseA,796,0,0,796,0,1,0,2,1,TA,4,Typ,0,Not Applicable,Not Applicable,Not Applicable,0,0,Other,Other,P,0,MnPrv,0,WD,Normal,85000,1592,492,1.0,5.0,7960,11144,98,58,28.0,0.0,0.0,3184,2388,,,Level_1
640,120,RL,53.0,3982,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,TwnhsE,1Story,8,5,2006,Other,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,PConc,Gd,Other,Av,GLQ,1154,Unf,366,1520,GasA,Ex,Y,SBrkr,1567,0,0,1567,1,2,0,1,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,648,TA,TA,Y,0,Not Applicable,0,New,Partial,264561,3087,312,3.0,9.0,24696,15435,0,0,0.0,0.0,0.0,7835,7835,1944.0,1944.0,Level_3
641,120,RL,62.0,12677,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,TwnhsE,1Story,8,5,2003,Other,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218,Unf,300,1518,GasA,Ex,Y,SBrkr,1518,0,0,1518,0,1,1,1,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,588,TA,TA,Y,0,Not Applicable,0,WD,Normal,274000,3036,325,1.5,7.5,24288,15180,5,4,5.0,2360.0,1416.0,7590,7590,1764.0,1764.0,Level_4
642,60,FV,69.0,7050,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738,Unf,319,1057,GasA,Ex,Y,SBrkr,1057,872,0,1929,1,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,650,TA,TA,Y,0,Not Applicable,0,WD,Normal,226000,2986,235,3.5,9.5,20902,14930,6,6,6.0,0.0,0.0,9645,7716,1950.0,1950.0,Level_4
643,80,RL,75.0,13860,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,SLvl,8,7,1972,Gable,CompShg,Plywood,Wd Sdng,Not Applicable,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1410,Unf,542,1952,GasA,Gd,Y,SBrkr,2000,704,0,2704,1,2,1,4,1,Ex,9,Typ,3,TA,Attchd,Fin,2,538,TA,TA,Y,0,MnPrv,0,WD,Normal,345000,4656,380,3.5,11.5,37248,32592,37,14,37.0,0.0,0.0,10816,13520,1614.0,1614.0,Level_2
644,60,RL,80.0,10793,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,5,5,1969,Other,CompShg,WdShing,HdBoard,BrkFace,263.0,TA,TA,CBlock,TA,TA,No,Rec,493,Other,0,780,GasA,Ex,Y,SBrkr,780,840,0,1620,0,2,1,4,1,TA,7,Other,0,Not Applicable,Attchd,Fin,2,462,TA,TA,Y,0,GdWo,0,WD,Normal,152000,2400,208,2.5,9.5,12000,12000,38,38,38.0,789.0,789.0,8100,4860,1386.0,1386.0,Level_3
645,20,FV,85.0,9187,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,9,5,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121,Unf,645,1766,GasA,Ex,Y,SBrkr,1766,0,0,1766,1,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,478,TA,TA,Y,0,Not Applicable,0,New,Partial,370878,3532,325,3.5,9.5,31788,17660,0,0,0.0,810.0,486.0,8830,8830,1434.0,1434.0,Level_4
646,20,RL,69.0,10530,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Norm,1Fam,1Story,6,5,1971,Other,CompShg,Plywood,Plywood,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,ALQ,282,Other,664,981,GasA,TA,Y,SBrkr,981,0,0,981,1,1,1,3,1,TA,5,Typ,0,Not Applicable,Detchd,Unf,2,576,TA,TA,Y,0,Not Applicable,0,WD,Normal,143250,1962,352,2.5,6.5,11772,9810,36,36,28.0,0.0,0.0,2943,2943,1728.0,1728.0,Level_2
647,20,RL,60.0,7200,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,5,1950,Other,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,TA,CBlock,Not Applicable,Other,Not Applicable,Not Applicable,0,Other,0,0,GasA,Gd,Y,SBrkr,1048,0,0,1048,0,1,0,3,1,TA,7,Other,0,Not Applicable,Detchd,Unf,2,420,TA,TA,Y,0,Not Applicable,0,WD,Normal,98300,1048,27,1.0,8.0,5240,5240,58,58,58.0,0.0,0.0,4192,3144,1260.0,1260.0,Level_2
648,20,RL,85.0,10452,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,6,5,1953,Other,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,TA,CBlock,TA,TA,Mn,Rec,500,Unf,594,1094,GasA,Ex,Y,SBrkr,1094,0,0,1094,0,1,0,3,1,TA,5,Typ,2,Gd,Attchd,RFn,2,495,TA,TA,Y,0,Not Applicable,0,WD,Normal,155000,2188,287,1.0,6.0,13128,10940,55,55,55.0,648.0,648.0,5470,3282,1485.0,1485.0,Level_1
649,60,RL,70.0,7700,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,6,5,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,756,756,GasA,TA,Y,SBrkr,1051,788,0,1839,0,1,1,4,1,TA,7,Typ,1,TA,Attchd,Unf,2,442,TA,TA,Y,0,Not Applicable,0,WD,Normal,155000,2595,340,1.5,8.5,15570,12975,44,44,44.0,1053.0,1053.0,5517,5517,1326.0,1326.0,Level_2
650,180,RM,21.0,1936,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,Twnhs,SFoyer,4,6,1970,Gable,CompShg,CemntBd,CmentBd,Not Applicable,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,131,Other,0,630,GasA,Gd,Y,SBrkr,630,0,0,630,1,1,0,1,1,TA,3,Typ,0,Not Applicable,Not Applicable,Not Applicable,0,0,Other,Other,Y,0,MnPrv,0,WD,Normal,84500,1260,0,2.0,4.0,5040,7560,37,37,27.0,0.0,0.0,2520,1890,,,Level_1
651,60,FV,65.0,8125,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,7,6,2007,Gable,CompShg,CemntBd,CmentBd,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,813,813,GasA,Ex,Y,SBrkr,822,843,0,1665,0,2,1,3,1,Gd,7,Typ,0,Not Applicable,Attchd,RFn,2,562,TA,TA,Y,0,Not Applicable,0,WD,Normal,205950,2478,0,2.5,9.5,17346,14868,1,1,1.0,0.0,0.0,8325,6660,1686.0,1686.0,Level_4
652,70,RL,60.0,9084,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,4,5,1940,Gable,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0,Unf,755,755,GasA,TA,Y,SBrkr,755,755,0,1510,1,1,0,4,1,TA,7,Typ,1,Gd,Detchd,Unf,1,296,Other,Other,P,0,MnPrv,0,WD,Normal,108000,2265,120,2.0,8.0,9060,11325,69,59,69.0,0.0,0.0,4530,4530,592.0,296.0,Level_1
653,60,RL,70.0,8750,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,7,5,1996,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,880,880,GasA,Ex,Y,SBrkr,909,807,0,1716,0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,RFn,2,512,TA,TA,Y,0,Not Applicable,0,WD,Normal,191000,2596,120,2.5,9.5,18172,12980,13,13,13.0,0.0,0.0,8580,6864,1536.0,1536.0,Level_3
654,50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,Inside,Gtl,Norm,1Fam,1.5Fin,6,7,1906,Gable,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,756,756,GasA,Ex,Y,SBrkr,756,713,0,1469,0,1,0,3,1,TA,7,Typ,0,Not Applicable,Detchd,Unf,1,216,TA,TA,Y,0,MnPrv,0,WD,Normal,135000,2225,296,1.0,8.0,13350,15575,102,13,102.0,0.0,0.0,7345,4407,648.0,648.0,Level_1
655,20,RL,91.0,10437,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,8,6,1995,Other,CompShg,MetalSd,MetalSd,BrkFace,660.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1696,Unf,413,2109,GasA,Ex,Y,SBrkr,2113,0,0,2113,1,2,1,2,1,Gd,7,Typ,1,TA,Attchd,Fin,3,839,TA,TA,Y,0,Not Applicable,0,WD,Normal,350000,4222,282,3.5,9.5,33776,25332,13,13,13.0,2640.0,2640.0,10565,8452,2517.0,2517.0,Level_4
656,160,RM,21.0,1680,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,Twnhs,2Story,6,5,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,525,525,GasA,TA,Y,SBrkr,525,567,0,1092,0,1,1,3,1,TA,6,Typ,0,Not Applicable,Detchd,Unf,1,264,TA,TA,Y,0,Not Applicable,0,WD,Family,88000,1617,0,1.5,7.5,9702,8085,39,39,39.0,1143.0,1143.0,3276,3276,792.0,792.0,Level_1
657,20,RL,72.0,10007,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,7,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,806,Unf,247,1053,GasA,Ex,Y,SBrkr,1053,0,0,1053,1,1,1,3,1,Gd,5,Typ,0,Not Applicable,Attchd,RFn,1,312,TA,TA,Y,0,MnPrv,0,WD,Normal,145500,2106,0,2.5,6.5,10530,14742,49,2,49.0,216.0,162.0,5265,4212,936.0,936.0,Level_2
658,70,RL,60.0,7200,Pave,Not Applicable,Reg,Other,Inside,Other,Norm,1Fam,2Story,7,6,1931,Gable,CompShg,Stucco,Wd Shng,Not Applicable,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0,Unf,776,776,GasA,TA,Y,SBrkr,851,651,0,1502,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,RFn,1,270,TA,TA,P,0,MnPrv,0,WD,Normal,149000,2278,112,1.5,7.5,15946,13668,77,8,77.0,0.0,0.0,4506,4506,810.0,810.0,Level_4
659,50,RL,78.0,17503,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Other,1Fam,1.5Fin,6,5,1948,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,912,912,GasA,TA,Y,SBrkr,912,546,0,1458,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1,330,TA,TA,Y,0,Not Applicable,0,WD,Abnorml,97500,2370,192,1.5,7.0,14220,11850,62,60,62.0,0.0,0.0,4374,4374,990.0,990.0,Level_2
660,20,RL,75.0,9937,Pave,Not Applicable,Reg,Lvl,Corner,Gtl,Norm,1Fam,1Story,5,7,1964,Other,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,Gd,PConc,TA,TA,No,BLQ,637,Unf,849,1486,GasA,Ex,Y,SBrkr,1486,0,0,1486,1,1,0,3,1,TA,7,Typ,0,Not Applicable,Detchd,Fin,2,480,TA,TA,Y,0,MnPrv,0,WD,Normal,167000,2972,0,2.0,8.0,14860,20804,45,10,41.0,0.0,0.0,7430,4458,1440.0,1440.0,Level_1
661,60,RL,69.0,12384,Pave,Not Applicable,Reg,Lvl,CulDSac,Gtl,Norm,1Fam,2Story,7,7,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,793,793,GasA,TA,Y,SBrkr,1142,793,0,1935,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,550,TA,TA,Y,0,Not Applicable,0,WD,Normal,197900,2728,365,2.5,9.5,19096,19096,31,31,31.0,699.0,699.0,5805,5805,1650.0,1650.0,Level_3
662,60,RL,52.0,46589,Pave,Not Applicable,IR2,Lvl,CulDSac,Gtl,Norm,1Fam,2Story,8,7,1994,Other,CompShg,VinylSd,VinylSd,BrkFace,528.0,Gd,TA,PConc,Gd,Other,No,GLQ,1361,Other,88,1629,GasA,Ex,Y,SBrkr,1686,762,0,2448,1,2,1,4,1,Gd,8,Typ,1,TA,Attchd,RFn,3,711,TA,TA,Y,0,Not Applicable,0,WD,Normal,402000,4077,593,3.5,10.5,32616,28539,15,4,15.0,2112.0,1584.0,12240,9792,2133.0,2133.0,Level_4
663,20,RL,120.0,13560,Pave,Not Applicable,Reg,Lvl,Corner,Gtl,Norm,1Fam,1Story,6,3,1968,Other,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,TA,TA,CBlock,Fa,Other,No,Unf,0,Unf,1392,1392,GasA,Gd,Y,SBrkr,1392,0,0,1392,1,1,0,2,1,TA,5,Other,2,TA,Attchd,RFn,2,576,TA,TA,Y,0,Not Applicable,0,WD,Normal,110000,2784,240,2.0,6.0,16704,8352,41,41,41.0,648.0,648.0,5568,4176,1728.0,1728.0,Level_2
664,85,RL,90.0,10012,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,SFoyer,4,5,1972,Gable,CompShg,Plywood,Plywood,Not Applicable,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,920,Other,38,1138,GasA,TA,Y,SBrkr,1181,0,0,1181,1,2,0,3,1,TA,6,Typ,0,Not Applicable,Detchd,RFn,2,588,TA,TA,Y,0,MnPrv,0,WD,Normal,137500,2319,180,3.0,8.0,9276,11595,36,36,34.0,0.0,0.0,3543,3543,1764.0,1764.0,Level_1
665,20,RL,49.0,20896,Pave,Not Applicable,IR2,Lvl,CulDSac,Gtl,Other,1Fam,1Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1721,Unf,356,2077,GasA,Ex,Y,SBrkr,2097,0,0,2097,1,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,Fin,3,1134,TA,TA,Y,0,Not Applicable,0,New,Partial,423000,4174,459,2.5,9.5,33392,20870,1,0,1.0,0.0,0.0,10485,10485,3402.0,3402.0,Level_4
666,60,RL,106.0,11194,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Norm,1Fam,2Story,8,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1406,1406,GasA,Ex,Y,SBrkr,1454,482,0,1936,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,504,TA,TA,Y,0,Not Applicable,0,WD,Normal,230500,3342,312,2.5,9.5,26736,16710,6,6,6.0,160.0,120.0,9680,7744,1512.0,1512.0,Level_3
667,60,RL,69.0,18450,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,2Story,6,5,1965,Other,Other,Plywood,Plywood,BrkCmn,113.0,TA,Gd,CBlock,Gd,TA,No,LwQ,187,Other,111,1021,GasA,TA,Y,SBrkr,1465,915,0,2380,0,2,1,3,1,TA,7,Other,1,Po,CarPort,Unf,2,596,TA,TA,Y,0,Not Applicable,0,WD,Abnorml,129000,3401,265,2.5,9.5,20406,17005,42,28,42.0,339.0,452.0,7140,7140,1788.0,1788.0,Level_2
668,20,RL,65.0,8125,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,6,5,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,1138,Unf,270,1408,GasA,Ex,Y,SBrkr,1679,0,0,1679,1,2,0,3,1,Gd,7,Typ,1,Fa,Attchd,RFn,2,575,TA,TA,Y,0,Not Applicable,0,WD,Normal,193500,3087,266,3.0,9.0,18522,15435,14,10,14.0,774.0,774.0,8395,6716,1725.0,1725.0,Level_3
669,20,RL,69.0,14175,Pave,Not Applicable,Reg,Other,Corner,Other,Norm,1Fam,1Story,5,6,1956,Gable,CompShg,CemntBd,Wd Sdng,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,Rec,988,Unf,200,1188,GasA,Gd,Y,SBrkr,1437,0,0,1437,1,1,1,3,1,TA,6,Other,1,TA,Detchd,Unf,2,576,TA,TA,Y,0,Not Applicable,0,WD,Normal,168000,2625,304,2.5,7.5,13125,15750,50,19,7.0,0.0,0.0,5748,4311,1728.0,1728.0,Level_2
670,30,RL,80.0,11600,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,4,5,1922,Gable,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,700,700,GasA,Ex,Y,SBrkr,1180,0,0,1180,0,1,0,2,1,Fa,5,Typ,1,Gd,Detchd,Unf,1,252,TA,Other,Y,0,Not Applicable,0,WD,Normal,137500,1880,67,1.0,6.0,7520,9400,84,56,84.0,0.0,0.0,5900,2360,756.0,504.0,Level_4
671,60,RL,64.0,8633,Pave,Not Applicable,Reg,Lvl,FR2,Gtl,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193,Unf,545,738,GasA,Ex,Y,SBrkr,738,738,0,1476,1,2,1,3,1,Gd,7,Typ,0,Not Applicable,Attchd,Fin,2,540,TA,TA,Y,0,Not Applicable,0,WD,Normal,173500,2214,135,3.5,9.5,13284,11070,4,4,4.0,0.0,0.0,7380,5904,1620.0,1620.0,Level_3
672,70,RH,54.0,6629,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,6,6,1925,Other,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551,Unf,121,672,GasA,TA,N,SBrkr,697,672,0,1369,1,2,0,3,1,TA,6,Typ,0,Not Applicable,Detchd,Unf,1,300,TA,TA,Y,0,Not Applicable,0,WD,Normal,103600,2041,147,3.0,8.0,12246,12246,84,59,79.0,0.0,0.0,4107,4107,900.0,900.0,Level_1
673,20,RL,69.0,11250,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,6,6,1977,Gable,CompShg,Plywood,Plywood,Not Applicable,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,767,Unf,441,1208,GasA,TA,Y,SBrkr,1208,0,0,1208,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,546,TA,TA,Y,0,Not Applicable,0,WD,Normal,165000,2416,240,2.5,7.5,14496,14496,29,29,29.0,0.0,0.0,3624,3624,1638.0,1638.0,Level_4
674,20,RL,110.0,14442,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,6,7,1957,Other,CompShg,CemntBd,CmentBd,BrkFace,106.0,TA,TA,PConc,TA,TA,No,GLQ,1186,Unf,291,1477,GasA,Ex,Y,SBrkr,1839,0,0,1839,1,2,0,3,1,Gd,7,Typ,2,TA,Attchd,Fin,2,416,TA,TA,Y,0,Not Applicable,0,WD,Normal,257500,3316,287,3.0,9.0,19896,23212,50,3,50.0,318.0,318.0,9195,7356,1248.0,1248.0,Level_4
675,20,RL,80.0,9200,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,6,6,1965,Gable,CompShg,HdBoard,HdBoard,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,Rec,892,Unf,244,1136,GasA,TA,Y,SBrkr,1136,0,0,1136,1,1,0,3,1,TA,5,Typ,1,Gd,Attchd,RFn,1,384,TA,TA,Y,0,Not Applicable,0,WD,Normal,140000,2272,426,2.0,6.0,13632,13632,43,43,43.0,0.0,0.0,3408,3408,1152.0,1152.0,Level_2
676,160,RL,24.0,2289,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,Twnhs,2Story,6,6,1978,Gable,CompShg,Plywood,Brk Cmn,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,ALQ,311,Unf,544,855,GasA,TA,Y,SBrkr,855,586,0,1441,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,440,TA,TA,Y,0,Not Applicable,0,WD,Normal,148500,2296,28,2.5,9.5,13776,13776,31,31,31.0,0.0,0.0,4323,4323,1320.0,1320.0,Level_2
677,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,4,2,1900,Gable,CompShg,AsbShng,Stucco,Not Applicable,0.0,TA,TA,BrkTil,TA,Other,No,Unf,0,Unf,1095,1095,Other,Fa,N,SBrkr,1095,679,0,1774,1,2,0,4,2,TA,8,Other,0,Not Applicable,2Types,Unf,3,779,Other,Other,N,0,Not Applicable,0,WD,Normal,87000,2869,90,3.0,10.0,11476,5738,106,56,86.0,0.0,0.0,3548,5322,1558.0,1558.0,Level_1
678,30,RL,52.0,9022,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,8,1924,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,768,768,GasA,Ex,Y,SBrkr,792,0,0,792,0,1,0,2,1,Gd,5,Typ,0,Not Applicable,Detchd,Unf,1,240,Other,Other,N,0,Not Applicable,0,WD,Normal,109500,1560,436,1.0,6.0,7800,12480,85,3,85.0,0.0,0.0,3960,3168,480.0,480.0,Level_1
679,20,RL,80.0,11844,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,8,5,2008,Other,CompShg,VinylSd,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0,Unf,2046,2046,GasA,Ex,Y,SBrkr,2046,0,0,2046,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3,834,TA,TA,Y,0,Not Applicable,0,New,Partial,372500,4092,404,2.5,9.5,32736,20460,1,1,1.0,1856.0,1392.0,10230,8184,2502.0,2502.0,Level_4
680,20,RL,69.0,9945,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,5,1961,Other,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,TA,No,Rec,827,Unf,161,988,GasA,TA,Y,SBrkr,988,0,0,988,1,1,0,3,1,TA,5,Typ,0,Not Applicable,Detchd,Unf,2,572,TA,TA,Y,0,Not Applicable,0,WD,Normal,128500,1976,0,2.0,6.0,9880,9880,46,46,44.0,171.0,171.0,2964,2964,1716.0,1716.0,Level_2
681,120,RL,50.0,8012,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,TwnhsE,1Story,6,5,1980,Gable,CompShg,Plywood,Plywood,Not Applicable,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,543,Other,261,923,GasA,TA,Y,SBrkr,923,0,0,923,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,RFn,1,264,TA,TA,Y,0,Not Applicable,0,WD,Normal,143000,1846,80,2.0,7.0,11076,9230,30,30,30.0,0.0,0.0,2769,2769,792.0,792.0,Level_3
682,50,RH,55.0,4500,Pave,Pave,IR2,Other,Inside,Gtl,Norm,1Fam,1.5Fin,5,5,1932,Gable,CompShg,VinylSd,Stucco,Not Applicable,0.0,TA,TA,BrkTil,TA,TA,No,Rec,182,Unf,611,793,GasA,Ex,Y,SBrkr,848,672,0,1520,0,1,0,3,1,TA,6,Typ,0,Not Applicable,Detchd,Unf,1,281,TA,TA,Y,0,Not Applicable,0,WD,Abnorml,159434,2313,56,1.0,7.0,11565,11565,77,9,41.0,0.0,0.0,7600,4560,843.0,843.0,Level_2
683,120,RL,69.0,2887,Pave,Not Applicable,Reg,Other,Inside,Gtl,Norm,1Fam,1Story,6,5,1996,Gable,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1003,Unf,288,1291,GasA,Ex,Y,SBrkr,1291,0,0,1291,1,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,Unf,2,431,TA,TA,Y,0,Not Applicable,0,WD,Normal,173000,2582,307,2.0,7.0,15492,12910,12,11,12.0,0.0,0.0,6455,5164,1293.0,1293.0,Level_3
684,20,RL,90.0,11248,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Norm,1Fam,1Story,9,5,2002,Other,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1059,Unf,567,1626,GasA,Ex,Y,SBrkr,1668,0,0,1668,1,2,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,3,702,TA,TA,Y,0,Not Applicable,0,WD,Normal,285000,3294,302,3.0,9.0,29646,16470,5,5,5.0,860.0,645.0,8340,6672,2106.0,2106.0,Level_3
